Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
5537,CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,"1,620",1.460,0.002740
5537,ENGINEERING WITH COMPUTERS,647,1.460,0.001520
5537,ENVIRONMENT AND PLANNING A,"6,236",1.460,0.012540
5540,INTERNATIONAL REVIEW OF HYDROBIOLOGY,"1,047",1.459,0.001120
5540,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,"2,389",1.459,0.003620
5540,Transplant Infectious Disease,"1,688",1.459,0.004790
5543,AQUATIC GEOCHEMISTRY,944,1.458,0.001580
5543,Medicinal Chemistry,"1,179",1.458,0.002050
5543,SOLID STATE COMMUNICATIONS,"17,028",1.458,0.014570
5546,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,"12,425",1.457,0.012610
5546,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,"1,394",1.457,0.003180
5546,SOCIAL PSYCHOLOGY QUARTERLY,"2,572",1.457,0.002150
5549,Neuropsychiatry,139,1.456,0.000700
5550,ARCTIC ANTARCTIC AND ALPINE RESEARCH,"2,641",1.455,0.002730
5550,REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,"1,008",1.455,0.001650
5552,Critical Perspectives on Accounting,"1,134",1.454,0.001350
5552,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,"2,003",1.454,0.002290
5552,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,"2,003",1.454,0.002290
5552,SCIENCE AND ENGINEERING ETHICS,771,1.454,0.001770
5552,SCIENCE AND ENGINEERING ETHICS,771,1.454,0.001770
5552,Urolithiasis,254,1.454,0.000800
5558,CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,893,1.453,0.001270
5558,JOURNAL OF REPRODUCTION AND DEVELOPMENT,"1,625",1.453,0.003240
5558,NEUROREHABILITATION,"2,019",1.453,0.004660
5558,NEUROREHABILITATION,"2,019",1.453,0.004660
5558,NUCLEAR MEDICINE COMMUNICATIONS,"2,591",1.453,0.004900
5563,AEROBIOLOGIA,993,1.452,0.001050
5563,LUMINESCENCE,"1,351",1.452,0.002020
5563,PEDIATRIC CARDIOLOGY,"3,423",1.452,0.008940
5563,Sexuality Research and Social Policy,437,1.452,0.001430
5563,THEORETICAL POPULATION BIOLOGY,"3,591",1.452,0.003300
5568,IEEE Power & Energy Magazine,"1,030",1.451,0.002840
5568,INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,"2,289",1.451,0.003120
5570,CORROSION REVIEWS,253,1.450,0.000350
5570,INFORMATION SYSTEMS FRONTIERS,"1,197",1.450,0.001540
5570,MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,"1,860",1.450,0.002610
5573,DERMATOLOGY,"4,672",1.449,0.005730
5573,ERGONOMICS,"5,849",1.449,0.005100
5573,ERGONOMICS,"5,849",1.449,0.005100
5573,WAVE MOTION,"1,650",1.449,0.003170
5577,ACM Transactions on Sensor Networks,"1,059",1.448,0.003360
5577,Arthropod-Plant Interactions,585,1.448,0.002020
5577,GROWTH HORMONE & IGF RESEARCH,"1,220",1.448,0.001690
5580,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,"5,193",1.447,0.011670
5580,LAND ECONOMICS,"2,199",1.447,0.002670
5580,SOCIAL POLITICS,548,1.447,0.001440
5580,npj Primary Care Respiratory Medicine,82,1.447,0.000210
5584,Computer Networks,"5,642",1.446,0.013420
5584,Criminal Behaviour and Mental Health,743,1.446,0.001490
5584,Current Drug Delivery,"1,201",1.446,0.001880
5584,INDIAN JOURNAL OF MEDICAL RESEARCH,"4,522",1.446,0.007410
5584,JOURNAL OF LAW & ECONOMICS,"3,435",1.446,0.004730
5584,JOURNAL OF OCCUPATIONAL HEALTH,"2,426",1.446,0.002130
5584,KNEE,"2,810",1.446,0.007180
5591,AIP Advances,"2,682",1.444,0.011560
5591,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,"13,900",1.444,0.019550
5591,Advances in Cognitive Psychology,257,1.444,0.000790
5591,CHEMISTRY & BIODIVERSITY,"3,210",1.444,0.006150
5591,COGNITIVE NEUROPSYCHOLOGY,"2,051",1.444,0.001910
5591,COGNITIVE NEUROPSYCHOLOGY,"2,051",1.444,0.001910
5591,COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS,"3,485",1.444,0.011890
5591,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,"1,833",1.444,0.007540
5591,DIGITAL SIGNAL PROCESSING,"2,369",1.444,0.005160
5591,DOCUMENTA OPHTHALMOLOGICA,"1,638",1.444,0.001920
5591,EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,"2,776",1.444,0.005100
5591,JOURNAL OF MECHANICAL DESIGN,"4,470",1.444,0.005720
5591,Journal of Applied Clinical Medical Physics,"1,367",1.444,0.003850
5591,Language Teaching Research,603,1.444,0.001230
5591,REVISTA IBEROAMERICANA DE MICOLOGIA,690,1.444,0.000960
5591,SEMINARS IN INTERVENTIONAL RADIOLOGY,639,1.444,0.001410
5591,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,"1,982",1.444,0.004320
5608,SECURITY DIALOGUE,782,1.443,0.003080
5609,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,"4,844",1.442,0.005130
5609,FISH PHYSIOLOGY AND BIOCHEMISTRY,"3,096",1.442,0.004680
5609,Legal Medicine,"1,126",1.442,0.001910
5609,MATERIALS TECHNOLOGY,547,1.442,0.000950
5609,Marine and Coastal Fisheries,431,1.442,0.001970
5609,OPTOMETRY AND VISION SCIENCE,"4,658",1.442,0.007640
5609,PERFUSION-UK,996,1.442,0.001900
5609,SPE JOURNAL,"3,946",1.442,0.004830
5617,ANDROLOGIA,"1,851",1.441,0.003100
5617,Science China-Technological Sciences,"2,218",1.441,0.008230
5619,EUROPEAN JOURNAL OF ORTHODONTICS,"3,315",1.440,0.004860
5619,JOURNAL OF NONDESTRUCTIVE EVALUATION,627,1.440,0.001510
5619,JOURNAL OF PUBLIC ECONOMICS,"7,515",1.440,0.022740
5619,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,"4,855",1.440,0.008570
5623,Algorithms for Molecular Biology,459,1.439,0.002930
5623,DYNAMICS OF ATMOSPHERES AND OCEANS,830,1.439,0.001560
5623,Health Care Management Science,582,1.439,0.001400
5623,JOURNAL OF ADOLESCENT RESEARCH,"1,509",1.439,0.001620
5627,Breastfeeding Medicine,887,1.438,0.002380
5627,Comunicar,347,1.438,0.000370
5627,JOURNAL OF ARTIFICIAL ORGANS,637,1.438,0.001140
5627,JOURNAL OF MOLECULAR MODELING,"4,832",1.438,0.010230
5627,Surface Innovations,96,1.438,0.000280
5627,VASCULAR MEDICINE,"1,297",1.438,0.002230
5633,European Management Journal,"1,938",1.437,0.001550
5633,FOREST PATHOLOGY,860,1.437,0.001720
5633,IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,"1,350",1.437,0.003670
5633,INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,"1,919",1.437,0.002850
5633,JOURNAL OF AGING STUDIES,"1,163",1.437,0.001770
5638,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,"5,130",1.436,0.006460
5638,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,"5,130",1.436,0.006460
5638,Chinese Physics B,"7,827",1.436,0.018020
5638,JOURNAL OF HEALTH POLITICS POLICY AND LAW,889,1.436,0.002770
5638,JOURNAL OF HEALTH POLITICS POLICY AND LAW,889,1.436,0.002770
5638,MEDICINAL CHEMISTRY RESEARCH,"3,152",1.436,0.006970
5638,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,397,1.436,0.001040
5645,Dairy Science & Technology,672,1.435,0.001570
5645,Journal of Maps,470,1.435,0.001400
5645,Journal of Maps,470,1.435,0.001400
5645,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,599,1.435,0.001200
5645,TECHNOMETRICS,"6,062",1.435,0.004390
5650,JOURNAL OF CHILD NEUROLOGY,"5,236",1.434,0.009580
5650,JOURNAL OF FAMILY THERAPY,524,1.434,0.000620
5650,THIRD WORLD QUARTERLY,"1,977",1.434,0.005210
5653,CHEMICAL ENGINEERING COMMUNICATIONS,"2,098",1.433,0.001820
5653,COASTAL MANAGEMENT,720,1.433,0.001130
5653,COASTAL MANAGEMENT,720,1.433,0.001130
5653,EUROPEAN FOOD RESEARCH AND TECHNOLOGY,"6,462",1.433,0.007030
5653,FOLIA GEOBOTANICA,939,1.433,0.001080
5653,VISUAL COGNITION,"1,942",1.433,0.002990
5659,Annals of Applied Statistics,"1,766",1.432,0.014580
5659,ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,"2,834",1.432,0.006070
5659,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,"2,618",1.432,0.003750
5659,JOURNAL OF MIDWIFERY & WOMENS HEALTH,"1,392",1.432,0.002860
5659,JOURNAL OF MIDWIFERY & WOMENS HEALTH,"1,392",1.432,0.002860
5659,Journal of Oral Implantology,"1,296",1.432,0.002640
5665,JOURNAL OF INSECT CONSERVATION,"1,580",1.431,0.003680
5665,JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,"2,811",1.431,0.006310
5665,NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS,"1,188",1.431,0.004830
5668,Journal of Sports Science and Medicine,"1,689",1.430,0.003270
5669,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,"1,738",1.429,0.001740
5669,DYSLEXIA,517,1.429,0.000860
5669,Journal of Macromarketing,706,1.429,0.000840
5669,Libyan Journal of Medicine,163,1.429,0.000400
5669,POLITICS & SOCIETY,989,1.429,0.002550
5669,PUBLIC OPINION QUARTERLY,"4,349",1.429,0.007500
5675,MICROBIOLOGY AND IMMUNOLOGY,"2,690",1.428,0.003200
5676,AUSTRALIAN JOURNAL OF CHEMISTRY,"5,651",1.427,0.005950
5676,CONDOR,"4,546",1.427,0.003080
5678,JOURNAL OF EUROPEAN SOCIAL POLICY,950,1.426,0.003090
5678,JOURNAL OF RISK AND UNCERTAINTY,"2,075",1.426,0.003370
5680,JOURNAL OF DEMOCRACY,"1,828",1.425,0.004180
5680,JOURNAL OF INFECTION AND CHEMOTHERAPY,"1,816",1.425,0.004670
5680,PATHOLOGY INTERNATIONAL,"2,662",1.425,0.003640
5683,JOURNAL OF SYSTEMS AND SOFTWARE,"3,243",1.424,0.008390
5684,British Journal of Politics & International Relations,538,1.423,0.002020
5685,Journal of Material Cycles and Waste Management,655,1.422,0.001260
5685,MEDECINE ET MALADIES INFECTIEUSES,848,1.422,0.002080
5687,BIOCHEMISTRY-MOSCOW,"3,408",1.421,0.004690
5688,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,"2,517",1.420,0.004270
5688,PHYCOLOGICAL RESEARCH,789,1.420,0.001120
5688,Research in Sports Medicine,387,1.420,0.000850
5691,Information and Organization,418,1.419,0.000710
5691,JOURNAL OF BIOSCIENCES,"2,353",1.419,0.003840
5691,JOURNAL OF ORNITHOLOGY,"2,403",1.419,0.005440
5691,MATERIALS AND MANUFACTURING PROCESSES,"2,562",1.419,0.004150
5695,DECISION SCIENCES,"2,966",1.418,0.002370
5695,EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,"1,711",1.418,0.003970
5695,NEUROLOGICAL RESEARCH,"3,220",1.418,0.005170
5695,TRIBOLOGY TRANSACTIONS,"2,347",1.418,0.003250
5695,YOUTH & SOCIETY,994,1.418,0.001850
5700,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,746,1.417,0.001360
5700,Annals of Global Health,73,1.417,0.000400
5700,European Physical Journal-Special Topics,"2,661",1.417,0.009990
5700,JOURNAL OF AMERICAN COLLEGE HEALTH,"2,535",1.417,0.003880
5704,Nutrition Research and Practice,801,1.416,0.002170
5705,INTERNATIONAL JOURNAL OF DERMATOLOGY,"5,927",1.415,0.008420
5705,JOURNAL OF SPECIAL EDUCATION,958,1.415,0.001310
5705,Therapeutic Hypothermia and Temperature Management,100,1.415,0.000410
5708,AIDS Research and Therapy,505,1.414,0.001650
5708,APPLIED NUMERICAL MATHEMATICS,"2,789",1.414,0.005910
5710,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,"1,357",1.413,0.002400
5710,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,"1,357",1.413,0.002400
5710,GYNECOLOGICAL ENDOCRINOLOGY,"2,540",1.413,0.006010
5710,JOURNAL OF EARLY ADOLESCENCE,"1,670",1.413,0.002700
5710,Journal of Contemporary Brachytherapy,213,1.413,0.000440
5710,PHLEBOLOGY,"1,007",1.413,0.002170
5716,Brazilian Journal of Infectious Diseases,"1,312",1.412,0.002890
5716,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,782,1.412,0.000620
5716,KOEDOE,461,1.412,0.000600
5719,AMEGHINIANA,"1,411",1.411,0.001200
5719,Annals of General Psychiatry,552,1.411,0.001060
5719,Annals of General Psychiatry,552,1.411,0.001060
5719,CONNECTIVE TISSUE RESEARCH,"1,939",1.411,0.002280
5719,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,"1,760",1.411,0.002060
5719,International Journal of Concrete Structures and Materials,197,1.411,0.000750
5725,MULTIMEDIA SYSTEMS,475,1.410,0.001210
5725,NEUROLOGY INDIA,"1,569",1.410,0.002710
5727,ADVANCES IN SPACE RESEARCH,"8,414",1.409,0.013650
5727,Building Simulation,300,1.409,0.000840
5727,JOURNAL OF ADHESION,"1,474",1.409,0.001560
5727,JOURNAL OF CUTANEOUS PATHOLOGY,"3,545",1.409,0.005520
5727,JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES,"2,448",1.409,0.003500
5727,Planning Theory,511,1.409,0.001010
5733,KOREAN JOURNAL OF CHEMICAL ENGINEERING,"3,395",1.408,0.005340
5734,ASIAN JOURNAL OF CONTROL,"1,451",1.407,0.002890
5734,International Journal of Social Robotics,373,1.407,0.000950
5734,PROFESSIONAL GEOGRAPHER,"1,632",1.407,0.002120
5734,PROTEIN EXPRESSION AND PURIFICATION,"4,856",1.407,0.006020
5734,WETLANDS ECOLOGY AND MANAGEMENT,"1,284",1.407,0.001660
5739,ANNALS OF OPERATIONS RESEARCH,"4,446",1.406,0.010170
5739,Diagnostic and Interventional Radiology,838,1.406,0.002510
5739,JOURNAL OF DIGITAL IMAGING,"1,312",1.406,0.002460
5739,MATHEMATICS OF OPERATIONS RESEARCH,"2,980",1.406,0.006790
5739,SEED SCIENCE RESEARCH,"1,440",1.406,0.001500
5744,ADVANCES IN MATHEMATICS,"7,464",1.405,0.051870
5744,Child and Adolescent Mental Health,634,1.405,0.001220
5744,Child and Adolescent Mental Health,634,1.405,0.001220
5744,MEDICAL SCIENCE MONITOR,"4,222",1.405,0.006140
5744,MENDELEEV COMMUNICATIONS,"1,717",1.405,0.002180
5744,Marine Resource Economics,678,1.405,0.000710
5744,Marine Resource Economics,678,1.405,0.000710
5751,Australian Occupational Therapy Journal,867,1.404,0.001480
5751,BLOOD PURIFICATION,"1,524",1.404,0.003350
5751,ELECTORAL STUDIES,"1,872",1.404,0.006610
5751,ENVIRONMENTAL BIOLOGY OF FISHES,"5,400",1.404,0.005180
5751,Electronic Markets,483,1.404,0.000490
5751,Evolutionary Bioinformatics,"1,272",1.404,0.001320
5757,Computational and Theoretical Chemistry,"2,328",1.403,0.007890
5757,ELECTRONIC JOURNAL OF BIOTECHNOLOGY,"1,144",1.403,0.001390
5757,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,"1,403",1.403,0.003850
5757,EUROPEAN NEUROLOGY,"2,712",1.403,0.003950
5757,LIMNOLOGICA,936,1.403,0.001700
5757,QUALITATIVE HEALTH RESEARCH,"5,533",1.403,0.006930
5763,ACM SIGCOMM Computer Communication Review,"4,114",1.402,0.011600
5763,GEOMICROBIOLOGY JOURNAL,"2,056",1.402,0.003010
5763,JOURNAL OF ELECTRONIC PACKAGING,956,1.402,0.001040
5766,Atmospheric Pollution Research,485,1.401,0.002040
5767,AUSTRALIAN JOURNAL OF MANAGEMENT,452,1.400,0.000580
5767,Extremes,502,1.400,0.002230
5767,IEEE INTERNET COMPUTING,"1,562",1.400,0.004380
5767,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,"4,146",1.400,0.017410
5767,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,"2,192",1.400,0.002830
5767,MECHANICS RESEARCH COMMUNICATIONS,"1,939",1.400,0.004570
5767,Methods in Microbiology,861,1.400,0.000930
5767,OBSTETRICS AND GYNECOLOGY CLINICS OF NORTH AMERICA,"1,194",1.400,0.001910
5767,Personality and Mental Health,231,1.400,0.001060
5767,Progress in Optics,816,1.400,0.000510
5777,COMPUTERS & MATHEMATICS WITH APPLICATIONS,"10,297",1.398,0.028610
5777,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,885,1.398,0.002040
5777,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,885,1.398,0.002040
5777,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,"9,320",1.398,0.010290
5777,Romanian Journal of Physics,828,1.398,0.001690
5777,TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,"2,509",1.398,0.005290
5783,GAIA-Ecological Perspectives for Science and Society,533,1.397,0.000670
5783,GAIA-Ecological Perspectives for Science and Society,533,1.397,0.000670
5783,INFORMATION PROCESSING & MANAGEMENT,"2,296",1.397,0.002220
5783,INFORMATION PROCESSING & MANAGEMENT,"2,296",1.397,0.002220
5783,ISLAND ARC,"1,140",1.397,0.000970
5788,AMERICAN JOURNAL OF DERMATOPATHOLOGY,"3,091",1.396,0.005160
5788,AMPHIBIA-REPTILIA,"1,222",1.396,0.001530
5788,GERODONTOLOGY,"1,096",1.396,0.002350
5788,INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH,"1,932",1.396,0.001620
5792,JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE,"3,480",1.395,0.004700
5792,OR SPECTRUM,"1,208",1.395,0.002980
5794,ENVIRONMENTAL FLUID MECHANICS,649,1.394,0.001990
5794,JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,"10,147",1.394,0.006620
5794,JOURNAL OF BIOLOGICAL PHYSICS,641,1.394,0.001030
5794,JOURNAL OF PARASITOLOGY,"7,994",1.394,0.006080
5794,MINI-REVIEWS IN ORGANIC CHEMISTRY,537,1.394,0.000580
5799,EMPIRICAL SOFTWARE ENGINEERING,828,1.393,0.002450
5799,Journal of Geriatric Cardiology,322,1.393,0.001080
5799,MANAGEMENT LEARNING,"1,092",1.393,0.001170
5799,Orthopaedics & Traumatology-Surgery & Research,"1,708",1.393,0.006850
5803,ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,"1,572",1.392,0.003230
5804,CORROSION,"4,469",1.391,0.002310
5805,International Journal of Bio-Inspired Computation,312,1.390,0.000800
5805,Physical Education and Sport Pedagogy,543,1.390,0.001130
5807,AMERICAN JOURNAL OF LAW & MEDICINE,271,1.389,0.000800
5807,CRYPTOGAMIE BRYOLOGIE,315,1.389,0.000480
5807,INTERNATIONAL JOURNAL OF STRESS MANAGEMENT,812,1.389,0.000940
5807,MULTIBODY SYSTEM DYNAMICS,964,1.389,0.001780
5807,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,"16,554",1.389,0.022730
5812,Asian American Journal of Psychology,239,1.388,0.000970
5812,International Journal of Sediment Research,569,1.388,0.001510
5812,PATHOLOGY RESEARCH AND PRACTICE,"2,701",1.388,0.004080
5815,International Journal of Geomechanics,994,1.387,0.002410
5815,JOURNAL OF CLINICAL NEUROSCIENCE,"5,637",1.387,0.014140
5817,Business Ethics-A European Review,769,1.386,0.000780
5817,INFORMATICA,343,1.386,0.000720
5817,INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,673,1.386,0.000380
5820,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,"1,583",1.385,0.002570
5820,Hematology,"1,031",1.385,0.001680
5820,JOURNAL OF POROUS MATERIALS,"1,751",1.385,0.002540
5820,Magnetic Resonance in Medical Sciences,593,1.385,0.001130
5820,Spatial Statistics,135,1.385,0.001180
5825,HAND CLINICS,"1,404",1.384,0.002310
5825,JOURNAL OF CLINICAL NURSING,"7,499",1.384,0.013680
5825,JOURNAL OF CLINICAL NURSING,"7,499",1.384,0.013680
5825,Lubrication Science,397,1.384,0.000690
5829,CRIMINAL JUSTICE AND BEHAVIOR,"2,530",1.383,0.004850
5830,APPLIED OCEAN RESEARCH,"1,497",1.382,0.002740
5830,Biomedical Engineering Online,"1,671",1.382,0.004360
5830,Chinese Journal of Natural Medicines,789,1.382,0.001850
5830,LANGUAGE LEARNING & TECHNOLOGY,686,1.382,0.001230
5834,AQUACULTURAL ENGINEERING,"1,569",1.381,0.001400
5835,ENGINEERING OPTIMIZATION,"1,350",1.380,0.003010
5835,Geocarto International,564,1.380,0.000980
5835,JOURNAL OF COMPARATIVE ECONOMICS,"1,507",1.380,0.003390
5835,SOCIAL INDICATORS RESEARCH,"4,867",1.380,0.009730
5835,SOCIOLOGIA RURALIS,"1,126",1.380,0.001040
5840,Research in Social Stratification and Mobility,371,1.379,0.001860
5841,INSURANCE MATHEMATICS & ECONOMICS,"2,559",1.378,0.006050
5841,INSURANCE MATHEMATICS & ECONOMICS,"2,559",1.378,0.006050
5841,REVIEWS IN ANALYTICAL CHEMISTRY,164,1.378,0.000400
5841,SYSTEMATIC AND APPLIED ACAROLOGY,368,1.378,0.000780
5845,ANIMAL REPRODUCTION SCIENCE,"6,119",1.377,0.008010
5845,International Journal of Exergy,605,1.377,0.000820
5845,JOURNAL OF TELEMEDICINE AND TELECARE,"2,096",1.377,0.003960
5845,Journal of Flood Risk Management,369,1.377,0.001280
5845,Petroleum Exploration and Development,"1,055",1.377,0.002140
5850,COGNITIVE LINGUISTICS,770,1.375,0.001140
5851,EXPERIMENTAL LUNG RESEARCH,"1,074",1.374,0.001700
5851,Environmental Education Research,"1,277",1.374,0.001370
5851,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,"5,427",1.374,0.016760
5854,Advances in Life Course Research,341,1.373,0.001210
5855,BERNOULLI,"1,565",1.372,0.009550
5855,BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,"10,292",1.372,0.004720
5855,JOURNAL OF LAW ECONOMICS & ORGANIZATION,"1,912",1.372,0.003350
5855,Kinetic and Related Models,369,1.372,0.003190
5859,4OR-A Quarterly Journal of Operations Research,337,1.371,0.001400
5859,Journal of Environment & Development,409,1.371,0.000870
5859,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,"2,113",1.371,0.001270
5859,POLYMER BULLETIN,"4,091",1.371,0.004540
5863,HUMAN FACTORS,"3,521",1.370,0.003400
5863,HUMAN FACTORS,"3,521",1.370,0.003400
5863,Journal of Burn Care & Research,"1,968",1.370,0.004200
5863,ZYGOTE,835,1.370,0.001370
5867,IOWA LAW REVIEW,"1,054",1.369,0.001730
5867,JOURNAL OF APPLIED SPORT PSYCHOLOGY,"1,263",1.369,0.001360
5867,JOURNAL OF APPLIED SPORT PSYCHOLOGY,"1,263",1.369,0.001360
5867,Journal of Analytical Methods in Chemistry,284,1.369,0.000830
5871,AGING CLINICAL AND EXPERIMENTAL RESEARCH,"2,108",1.368,0.003170
5871,ANNALS OF THE MISSOURI BOTANICAL GARDEN,"2,668",1.368,0.000980
5871,INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,"1,012",1.368,0.002470
5871,JOURNAL OF CANCER EDUCATION,"1,165",1.368,0.003410
5875,Journal of Mental Health Policy and Economics,420,1.367,0.000710
5875,MUSIC PERCEPTION,"1,290",1.367,0.001630
5875,PSYCHOLOGY & MARKETING,"3,316",1.367,0.003120
5875,Romanian Reports in Physics,746,1.367,0.001580
5879,APPLIED MATHEMATICS AND OPTIMIZATION,"1,100",1.366,0.003130
5879,International Journal of Lower Extremity Wounds,573,1.366,0.000860
5879,Journal of Veterinary Behavior-Clinical Applications and Research,688,1.366,0.001420
5879,LANGUAGE & COMMUNICATION,798,1.366,0.001560
5879,MATHEMATICAL AND COMPUTER MODELLING,"5,680",1.366,0.012970
5879,MATHEMATISCHE ANNALEN,"6,689",1.366,0.020730
5879,NUMERICAL ALGORITHMS,"1,807",1.366,0.006010
5879,SCANDINAVIAN JOURNAL OF INFECTIOUS DISEASES,"3,479",1.366,0.005420
5887,Applied Neuropsychology-Child,102,1.365,0.000440
5887,JOURNAL OF NONVERBAL BEHAVIOR,"1,154",1.365,0.001450
5889,ARCHAEOMETRY,"2,112",1.364,0.002410
5889,Applied Developmental Science,855,1.364,0.000740
5889,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,410,1.364,0.000360
5889,European Journal of General Practice,418,1.364,0.000930
5889,European Review of Aging and Physical Activity,150,1.364,0.000530
5889,JOURNAL OF CAREER ASSESSMENT,960,1.364,0.001630
5889,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,"2,910",1.364,0.003070
5889,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,"1,954",1.364,0.003000
5889,STUDIES IN APPLIED MATHEMATICS,"1,090",1.364,0.001560
5898,ADVANCES IN ATMOSPHERIC SCIENCES,"2,499",1.363,0.005290
5899,INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,741,1.362,0.002020
5899,Journal of Empirical Legal Studies,541,1.362,0.002260
5901,COMPUTING IN SCIENCE & ENGINEERING,"1,689",1.361,0.004700
5901,IEEE MULTIMEDIA,605,1.361,0.001970
5901,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,"1,483",1.361,0.002670
5901,PLANT SYSTEMATICS AND EVOLUTION,"4,422",1.361,0.004680
5905,BIOMETRICS,"17,456",1.360,0.015480
5905,Clinical Simulation in Nursing,526,1.360,0.001230
5905,Clinical Simulation in Nursing,526,1.360,0.001230
5905,Korean Journal of Metals and Materials,480,1.360,0.001470
5905,North American Journal of Economics and Finance,422,1.360,0.000930
5905,PLANT BIOSYSTEMS,"1,574",1.360,0.003050
5911,American Economic Journal-Microeconomics,479,1.359,0.009450
5911,Clinical Nursing Research,563,1.359,0.000900
5911,Clinical Nursing Research,563,1.359,0.000900
5914,ENGINEERING FAILURE ANALYSIS,"2,768",1.358,0.005660
5914,IET Electric Power Applications,848,1.358,0.002750
5914,JOURNAL OF COMPLEXITY,871,1.358,0.003110
5914,Surgical Innovation,851,1.358,0.002680
5918,ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,"1,779",1.357,0.001600
5918,INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS,869,1.357,0.000680
5918,JOURNAL OF FUNCTIONAL PROGRAMMING,396,1.357,0.001280
5918,MACROMOLECULAR RESEARCH,"2,029",1.357,0.003550
5918,Revista Portuguesa de Pneumologia,309,1.357,0.000690
5918,ZEITSCHRIFT FUR GASTROENTEROLOGIE,"1,213",1.357,0.001750
5924,GENOME,"4,363",1.356,0.002970
