JournalTitle,MedAbbr,NlmId,ImpactFactor
Journal of clinical epidemiology,J Clin Epidemiol,8801383,4.703
Biofabrication,Biofabrication,101521964,4.702
Diabetes & metabolism,Diabetes Metab,9607599,4.693
American journal of obstetrics and gynecology,Am J Obstet Gynecol,0370476,4.681
Current topics in developmental biology,Curr Top Dev Biol,0163114,4.677
Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,Neurotherapeutics,101290381,4.676
Journal of neuroinflammation,J Neuroinflammation,101222974,4.667
Current opinion in environmental sustainability,Curr Opin Environ Sustain,101539477,4.658
Experimental neurology,Exp Neurol,0370712,4.657
Genetics,Genetics,0374636,4.644
International journal of cardiology,Int J Cardiol,8200291,4.638
Macromolecular rapid communications,Macromol Rapid Commun,9888239,4.638
Progress in cardiovascular diseases,Prog Cardiovasc Dis,0376442,4.635
Statistical methods in medical research,Stat Methods Med Res,9212457,4.634
Expert opinion on therapeutic patents,Expert Opin Ther Pat,9516419,4.626
Applied spectroscopy reviews,Appl Spectrosc Rev,101681549,4.617
Current opinion in oncology,Curr Opin Oncol,9007265,4.614
Frontiers in cellular neuroscience,Front Cell Neurosci,101477935,4.609
Journal of virology,J Virol,0113724,4.606
Journal of dental research,J Dent Res,0354343,4.602
Revista espanola de cardiologia,Rev Esp Cardiol,0404277,4.596
PLoS computational biology,PLoS Comput Biol,101238922,4.587
Evolutionary applications,Evol Appl,101461828,4.572
Electrochemistry communications,Electrochem commun,100889074,4.569
Medical image analysis,Med Image Anal,9713490,4.565
Radiocarbon,Radiocarbon,100971450,4.565
European cells & materials,Eur Cell Mater,100973416,4.56
Ultrasonics sonochemistry,Ultrason Sonochem,9433356,4.556
Molecular nutrition & food research,Mol Nutr Food Res,101231818,4.551
Geology,Geology,100971468,4.548
Addiction biology,Addict Biol,9604935,4.547
Topics in organometallic chemistry,Top Organomet Chem,101552265,4.543
Cognitive psychology,Cogn Psychol,0241111,4.537
Osteoarthritis and cartilage,Osteoarthritis Cartilage,9305697,4.535
Cardiovascular diabetology,Cardiovasc Diabetol,101147637,4.534
Journal of medical Internet research,J Med Internet Res,100959882,4.532
Inorganic chemistry frontiers,Inorg Chem Front,101626612,4.532
Annals of intensive care,Ann Intensive Care,101562873,4.529
Drug metabolism reviews,Drug Metab Rev,0322067,4.526
Rheumatology,Rheumatology,0173721,4.524
Quaternary science reviews,Quat Sci Rev,101487789,4.521
Annals of the New York Academy of Sciences,Ann N Y Acad Sci,7506858,4.518
Journal of molecular biology,J Mol Biol,2985088R,4.517
American journal of political science,Am J Pol Sci,100966955,4.515
"Neoplasia (New York, N.Y.)",Neoplasia,100886622,4.509
Annual review of sociology,Annu Rev Sociol,7511865,4.509
"BioFactors (Oxford, England)",Biofactors,8807441,4.504
Stem cell research & therapy,Stem Cell Res Ther,101527581,4.504
Translational stroke research,Transl Stroke Res,101517297,4.503
Bioconjugate chemistry,Bioconjug Chem,9010319,4.5
Global biogeochemical cycles,Global Biogeochem Cycles,100971590,4.495
Frontiers in plant science,Front Plant Sci,101568200,4.495
Oxidative medicine and cellular longevity,Oxid Med Cell Longev,101479826,4.492
Neuropathology and applied neurobiology,Neuropathol Appl Neurobiol,7609829,4.483
Immunology and cell biology,Immunol Cell Biol,8706300,4.473
Endocrine-related cancer,Endocr Relat Cancer,9436481,4.472
Current opinion in neurology,Curr Opin Neurol,9319162,4.469
American journal of preventive medicine,Am J Prev Med,8704773,4.465
Journal of psychiatric research,J Psychiatr Res,0376331,4.465
Agricultural and forest meteorology,Agric For Meteorol,101622394,4.461
Cellular microbiology,Cell Microbiol,100883691,4.46
Schizophrenia research,Schizophr Res,8804207,4.453
Harvard law review,Harv Law Rev,7703681,4.452
Exercise and sport sciences reviews,Exerc Sport Sci Rev,0375434,4.451
Current opinion in infectious diseases,Curr Opin Infect Dis,8809878,4.439
International reviews of immunology,Int Rev Immunol,8712260,4.438
Seminars in hematology,Semin Hematol,0404514,4.438
Molecular and cellular biology,Mol Cell Biol,8109087,4.427
Fertility and sterility,Fertil Steril,0372772,4.426
Crystal growth & design,Cryst Growth Des,101261892,4.425
Frontiers in pharmacology,Front Pharmacol,101548923,4.418
Antimicrobial agents and chemotherapy,Antimicrob Agents Chemother,0315061,4.415
Antimicrobial agents and chemotherapy,Antimicrob Agents Chemother (Bethesda),0116415,4.415
Journal of gastroenterology,J Gastroenterol,9430794,4.414
Blood cancer journal,Blood Cancer J,101568469,4.411
Expert opinion on investigational drugs,Expert Opin Investig Drugs,9434197,4.408
"AIDS (London, England)",AIDS,8710219,4.407
Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,Gastric Cancer,100886238,4.404
Heart rhythm,Heart Rhythm,101200317,4.391
BJU international,BJU Int,100886721,4.387
Current opinion in HIV and AIDS,Curr Opin HIV AIDS,101264945,4.378
Journal of neurotrauma,J Neurotrauma,8811626,4.377
Journal of lipid research,J Lipid Res,0376606,4.368
Progress in neuro-psychopharmacology & biological psychiatry,Prog Neuropsychopharmacol Biol Psychiatry,8211617,4.361
Inflammatory bowel diseases,Inflamm Bowel Dis,9508162,4.358
Fungal biology reviews,Fungal Biol Rev,101320029,4.357
Advances in water resources,Adv Water Resour,101471228,4.349
ACS chemical neuroscience,ACS Chem Neurosci,101525337,4.348
Frontiers in aging neuroscience,Front Aging Neurosci,101525824,4.348
Annual review of animal biosciences,Annu Rev Anim Biosci,101614024,4.348
"RNA (New York, N.Y.)",RNA,9509184,4.344
Molecular pharmaceutics,Mol Pharm,101197791,4.342
JAMA ophthalmology,JAMA Ophthalmol,101589539,4.34
Molecular plant pathology,Mol Plant Pathol,100954969,4.335
Nanophotonics,Nanophotonics,101607802,4.333
American heart journal,Am Heart J,0370465,4.332
Geological Society of America bulletin,Geol Soc Am Bull,100971357,4.332
Indoor air,Indoor Air,9423515,4.33
Clinical epigenetics,Clin Epigenetics,101516977,4.327
Earth and planetary science letters,Earth Planet Sci Lett,100971345,4.326
APL materials,APL Mater,101645742,4.323
International journal of nanomedicine,Int J Nanomedicine,101263847,4.32
Disease models & mechanisms,Dis Model Mech,101483332,4.316
Geochimica et cosmochimica acta,Geochim Cosmochim Acta,9876074,4.315
Cortex; a journal devoted to the study of the nervous system and behavior,Cortex,0100725,4.314
Catalysis today,Catal Today,9883007,4.312
Reviews in medical virology,Rev Med Virol,9112448,4.308
Ecosystem services,Ecosyst Serv,101701813,4.307
Chromosoma,Chromosoma,2985138R,4.303
Angiogenesis,Angiogenesis,9814575,4.301
Bioscience,Bioscience,0231737,4.294
Exercise immunology review,Exerc Immunol Rev,9505535,4.294
Oral oncology,Oral Oncol,9709118,4.286
Clinical nuclear medicine,Clin Nucl Med,7611109,4.278
Journal of innate immunity,J Innate Immun,101469471,4.273
International journal of computer vision,Int J Comput Vis,101189508,4.27
Journal of the American College of Surgeons,J Am Coll Surg,9431305,4.257
Advances in inorganic chemistry,Adv Inorg Chem,8801244,4.25
Stem cells translational medicine,Stem Cells Transl Med,101578022,4.247
Biotechnology and bioengineering,Biotechnol Bioeng,7502021,4.243
International journal for parasitology,Int J Parasitol,0314024,4.242
Journal of nanobiotechnology,J Nanobiotechnology,101152208,4.239
Current opinion in rheumatology,Curr Opin Rheumatol,9000851,4.227
Expert review of vaccines,Expert Rev Vaccines,101155475,4.222
Carbohydrate polymers,Carbohydr Polym,8307156,4.219
ACM transactions on graphics,ACM Trans Graph,101152234,4.218
Social issues and policy review,Soc Issues Policy Rev,101518060,4.214
Geophysical research letters,Geophys Res Lett,9882887,4.212
Age and ageing,Age Ageing,0375655,4.201
Gynecologic oncology,Gynecol Oncol,0365304,4.198
Cellular signalling,Cell Signal,8904683,4.191
Organometallics,Organometallics,9881295,4.186
European journal of immunology,Eur J Immunol,1273201,4.179
Journal of viral hepatitis,J Viral Hepat,9435672,4.179
Journal of breath research,J Breath Res,101463871,4.177
Journal of proteome research,J Proteome Res,101128775,4.173
Combustion and flame,Combust Flame,9891739,4.168
Critical reviews in clinical laboratory sciences,Crit Rev Clin Lab Sci,8914816,4.167
Journal of leukocyte biology,J Leukoc Biol,8405628,4.165
Frontiers in microbiology,Front Microbiol,101548977,4.165
Pigment cell & melanoma research,Pigment Cell Melanoma Res,101318927,4.163
mAbs,MAbs,101479829,4.161
Endocrinology,Endocrinology,0375040,4.159
Journal of cellular physiology,J Cell Physiol,0050222,4.155
Soil biology & biochemistry,Soil Biol Biochem,0244736,4.152
Clinical implant dentistry and related research,Clin Implant Dent Relat Res,100888977,4.152
American journal of public health,Am J Public Health,1254074,4.138
Advances in applied microbiology,Adv Appl Microbiol,0370413,4.128
Photosynthesis research,Photosynth Res,100954728,4.122
Mammal review,Mamm Rev,7505658,4.116
European archives of psychiatry and clinical neuroscience,Eur Arch Psychiatry Clin Neurosci,9103030,4.113
Genome biology and evolution,Genome Biol Evol,101509707,4.098
International journal of antimicrobial agents,Int J Antimicrob Agents,9111860,4.097
Breast cancer research and treatment,Breast Cancer Res Treat,8111104,4.085
American journal of respiratory cell and molecular biology,Am J Respir Cell Mol Biol,8917225,4.082
Proteomics,Proteomics,101092707,4.079
Immunology,Immunology,0374672,4.078
RNA biology,RNA Biol,101235328,4.076
Hippocampus,Hippocampus,9108167,4.074
Human gene therapy,Hum Gene Ther,9008950,4.062
Physical review applied,Phys Rev Appl,101633995,4.061
Health technology assessment,Health Technol Assess (Rockv),9501929,4.058
Personnel psychology,Pers Psychol,0253023,4.057
Econometrica : journal of the Econometric Society,Econometrica,101085302,4.053
Food chemistry,Food Chem,7702639,4.052
Nutrition research reviews,Nutr Res Rev,9113797,4.051
Epigenomics,Epigenomics,101519720,4.044
Medicine and science in sports and exercise,Med Sci Sports Exerc,8005433,4.041
Molecular biology of the cell,Mol Biol Cell,9201390,4.037
Precambrian research,Precambrian Res,100971296,4.037
Neurorehabilitation and neural repair,Neurorehabil Neural Repair,100892086,4.035
Talanta,Talanta,2984816R,4.035
The Analyst,Analyst,0372652,4.033
Current opinion in clinical nutrition and metabolic care,Curr Opin Clin Nutr Metab Care,9804399,4.033
Frontiers in physiology,Front Physiol,101549006,4.031
"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",Europace,100883649,4.021
CNS neuroscience & therapeutics,CNS Neurosci Ther,101473265,4.019
Current topics in microbiology and immunology,Curr Top Microbiol Immunol,0110513,4.015
Topics in current chemistry,Top Curr Chem,0432204,4.014
Emerging microbes & infections,Emerg Microbes Infect,101594885,4.012
European journal of cell biology,Eur J Cell Biol,7906240,4.011
Evolution; international journal of organic evolution,Evolution,0373224,4.007
Evolution,Evolution (N Y),101550060,4.007
Journal of physiotherapy,J Physiother,101528691,4
Critical reviews in environmental science and technology,Crit Rev Environ Sci Technol,9317948,4
Journal of biogeography,J Biogeogr,0432556,3.997
Materials & design,Mater Des,101149758,3.997
International journal of pharmaceutics,Int J Pharm,7804127,3.994
Langmuir : the ACS journal of surfaces and colloids,Langmuir,9882736,3.993
Microbial biotechnology,Microb Biotechnol,101316335,3.991
American sociological review,Am Sociol Rev,0370515,3.989
Retrovirology,Retrovirology,101216893,3.989
European journal of personality,Eur J Pers,8710403,3.989
Biological conservation,Biol Conserv,7502018,3.985
Annals of botany,Ann Bot,0372347,3.982
Developmental science,Dev Sci,9814574,3.982
International journal of biological sciences,Int J Biol Sci,101235568,3.982
International journal of hygiene and environmental health,Int J Hyg Environ Health,100898843,3.98
Arthritis research & therapy,Arthritis Res Ther,101154438,3.979
Journal of functional foods,J Funct Foods,101513493,3.973
Developmental cognitive neuroscience,Dev Cogn Neurosci,101541838,3.963
Oncology research,Oncol Res,9208097,3.957
European journal of neurology,Eur J Neurol,9506311,3.956
Seminars in oncology,Semin Oncol,0420432,3.954
"Cell cycle (Georgetown, Tex.)",Cell Cycle,101137841,3.952
Journal of cheminformatics,J Cheminform,101516718,3.949
PLoS neglected tropical diseases,PLoS Negl Trop Dis,101291488,3.948
Texas law review,Tex Law Rev,100972219,3.947
Seminars in arthritis and rheumatism,Semin Arthritis Rheum,1306053,3.946
Molecular human reproduction,Mol Hum Reprod,9513710,3.943
Atherosclerosis,Atherosclerosis,0242543,3.942
Therapeutic advances in medical oncology,Ther Adv Med Oncol,101510808,3.938
Advances in genetics,Adv Genet,0370421,3.933
Liquid crystals reviews,Liq Cryst Rev,101629678,3.933
Molecular pharmacology,Mol Pharmacol,0035623,3.931
DNA repair,DNA Repair (Amst),101139138,3.929
Journal of biomedical nanotechnology,J Biomed Nanotechnol,101230869,3.929
Helicobacter,Helicobacter,9605411,3.92
Journal of clinical periodontology,J Clin Periodontol,0425123,3.915
Transplantation reviews,Transplant Rev,0215244,3.915
Plant molecular biology,Plant Mol Biol,9106343,3.905
European journal of medicinal chemistry,Eur J Med Chem,0420510,3.902
Journal of ginseng research,J Ginseng Res,100890690,3.898
Composites science and technology,Compos Sci Technol,101492060,3.897
Cancer science,Cancer Sci,101168776,3.896
European journal of endocrinology,Eur J Endocrinol,9423848,3.892
Clinical genetics,Clin Genet,0253664,3.892
Tissue engineering,Tissue Eng,9505538,3.892
Stem cell research,Stem Cell Res,101316957,3.892
Journal of marketing,J Mark,101085208,3.885
Therapeutic advances in gastroenterology,Therap Adv Gastroenterol,101478893,3.883
Current topics in membranes,Curr Top Membr,9212591,3.881
Frontiers in neural circuits,Front Neural Circuits,101477940,3.879
Transfusion medicine reviews,Transfus Med Rev,8709027,3.878
Journal of the mechanics and physics of solids,J Mech Phys Solids,9890138,3.875
BMC genomics,BMC Genomics,100965258,3.867
Journal of proteomics,J Proteomics,101475056,3.867
Journal of epidemiology and community health,J Epidemiol Community Health,7806055,3.865
Journal of epidemiology and community health,J Epidemiol Community Health,7909766,3.865
EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,EuroIntervention,101251040,3.863
Molecular and cellular endocrinology,Mol Cell Endocrinol,7500844,3.859
Food hydrocolloids,Food Hydrocoll,8701770,3.858
Composite structures,Compos Struct,101602528,3.853
CrystEngComm,CrystEngComm,101512557,3.849
Toxicology and applied pharmacology,Toxicol Appl Pharmacol,0416575,3.847
Journal of the American Geriatrics Society,J Am Geriatr Soc,7503062,3.842
Journal of neurochemistry,J Neurochem,2985190R,3.842
American journal of ophthalmology,Am J Ophthalmol,0370500,3.831
British journal of clinical pharmacology,Br J Clin Pharmacol,7503323,3.83
Anesthesia and analgesia,Anesth Analg,1310650,3.827
Applied and environmental microbiology,Appl Environ Microbiol,7605801,3.823
Ore geology reviews,Ore Geol Rev,101668802,3.819
Journal of biophotonics,J Biophotonics,101318567,3.818
Toxicology,Toxicology,0361055,3.817
Protein & cell,Protein Cell,101532368,3.817
Prostate cancer and prostatic diseases,Prostate Cancer Prostatic Dis,9815755,3.803
Heredity,Heredity (Edinb),0373007,3.801
Behaviour research and therapy,Behav Res Ther,0372477,3.798
Soft matter,Soft Matter,101295070,3.798
Anaesthesia,Anaesthesia,0370524,3.794
Parkinsonism & related disorders,Parkinsonism Relat Disord,9513583,3.794
Molecular phylogenetics and evolution,Mol Phylogenet Evol,9304400,3.792
Water resources research,Water Resour Res,7501965,3.792
Child development,Child Dev,0372725,3.791
Xenotransplantation,Xenotransplantation,9438793,3.789
Current opinion in psychiatry,Curr Opin Psychiatry,8809880,3.789
Thyroid : official journal of the American Thyroid Association,Thyroid,9104317,3.784
Journal of colloid and interface science,J Colloid Interface Sci,0043125,3.782
