JournalTitle,MedAbbr,NlmId,ImpactFactor
Journal of nanobiotechnology,J Nanobiotechnology,101152208,4.946
"Structure (London, England : 1993)",Structure,101087697,4.945
Bulletin of the World Health Organization,Bull World Health Organ,7507052,4.939
Earth's future,Earths Future,101637948,4.938
Clinical science,Clin Sci,0367732,4.936
Administrative science quarterly,Adm Sci Q,0240207,4.929
Sleep,Sleep,7809084,4.923
Annals of family medicine,Ann Fam Med,101167762,4.917
Ecography,Ecography (Cop.),101187590,4.902
Neurosurgery,Neurosurgery,7802914,4.889
mAbs,MAbs,101479829,4.881
Expert opinion on therapeutic targets,Expert Opin Ther Targets,101127833,4.873
Composites science and technology,Compos Sci Technol,101492060,4.873
Heart rhythm,Heart Rhythm,101200317,4.866
Journal of the American Heart Association,J Am Heart Assoc,101580524,4.863
Soil biology & biochemistry,Soil Biol Biochem,0244736,4.857
Inorganic chemistry,Inorg Chem,0366543,4.857
Nutrition research reviews,Nutr Res Rev,9113797,4.844
Infectious disease clinics of North America,Infect Dis Clin North Am,8804508,4.837
Scientific data,Sci Data,101640192,4.836
Molecular autism,Mol Autism,101534222,4.833
Information sciences,Inf Sci (Ny),9875661,4.832
American journal of epidemiology,Am J Epidemiol,7910653,4.825
Bioconjugate chemistry,Bioconjug Chem,9010319,4.818
Rheumatology,Rheumatology,0173721,4.818
Reviews in endocrine & metabolic disorders,Rev Endocr Metab Disord,100940588,4.817
Carbohydrate polymers,Carbohydr Polym,8307156,4.811
Journal of lipid research,J Lipid Res,0376606,4.81
Ecology,Ecology,0043541,4.809
Physical review applied,Phys Rev Appl,101633995,4.808
ChemCatChem,ChemCatChem,101520610,4.803
Electrochimica acta,Electrochim Acta,9875994,4.798
Quaternary science reviews,Quat Sci Rev,101487789,4.797
Artificial intelligence,Artif Intell,0262613,4.797
Oral oncology,Oral Oncol,9709118,4.794
Psychoneuroendocrinology,Psychoneuroendocrinology,7612148,4.788
Organizational research methods,Organ Res Methods,101649002,4.783
International journal of coal geology,Int J Coal Geol,101667207,4.783
Neuropsychiatry,Neuropsychiatry,19020190R,4.778
Neuropsychiatry,Neuropsychiatry (London),101558757,4.778
Materials research letters,Mater Res Lett,101681493,4.773
Journal of dental research,J Dent Res,0354343,4.755
Cardiovascular diabetology,Cardiovasc Diabetol,101147637,4.752
Food hydrocolloids,Food Hydrocoll,8701770,4.747
Osteoarthritis and cartilage,Osteoarthritis Cartilage,9305697,4.742
Anaesthesia,Anaesthesia,0370524,4.741
Translational psychiatry,Transl Psychiatry,101562664,4.73
Annals of emergency medicine,Ann Emerg Med,8002646,4.728
"Nanomedicine : nanotechnology, biology, and medicine",Nanomedicine,101233142,4.727
Advances in clinical chemistry,Adv Clin Chem,2985173R,4.722
Annual review of animal biosciences,Annu Rev Anim Biosci,101614024,4.708
Tourism management,Tour Manag,101670512,4.707
Annals of the New York Academy of Sciences,Ann N Y Acad Sci,7506858,4.706
Experimental neurology,Exp Neurol,0370712,4.706
Current opinion in neurology,Curr Opin Neurol,9319162,4.699
Brain structure & function,Brain Struct Funct,101282001,4.698
Molecular plant pathology,Mol Plant Pathol,100954969,4.697
Disease models & mechanisms,Dis Model Mech,101483332,4.691
IMA fungus,IMA Fungus,101557546,4.691
Psychological methods,Psychol Methods,9606928,4.667
Virulence,Virulence,101531386,4.665
Journal of virology,J Virol,0113724,4.663
Global biogeochemical cycles,Global Biogeochem Cycles,100971590,4.655
Aging and disease,Aging Dis,101540533,4.648
International journal of hygiene and environmental health,Int J Hyg Environ Health,100898843,4.643
Human genetics,Hum Genet,7613873,4.637
Catalysis today,Catal Today,9883007,4.636
JMIR mHealth and uHealth,JMIR Mhealth Uhealth,101624439,4.636
Geology,Geology,100971468,4.635
Journal of molecular biology,J Mol Biol,2985088R,4.632
Complexity,Complexity,9888589,4.621
Geochimica et cosmochimica acta,Geochim Cosmochim Acta,9876074,4.609
"RNA (New York, N.Y.)",RNA,9509184,4.605
Developmental science,Dev Sci,9814574,4.604
Addiction biology,Addict Biol,9604935,4.603
Human mutation,Hum Mutat,9215429,4.601
Journal of consulting and clinical psychology,J Consult Clin Psychol,0136553,4.593
Oxidative medicine and cellular longevity,Oxid Med Cell Longev,101479826,4.593
Pattern recognition,Pattern Recognit,0250655,4.582
Biochemical pharmacology,Biochem Pharmacol,0101032,4.581
Landscape and urban planning,Landsc Urban Plan,101087690,4.563
Immunology and cell biology,Immunol Cell Biol,8706300,4.557
Genetics,Genetics,0374636,4.556
Frontiers in cellular neuroscience,Front Cell Neurosci,101477935,4.555
Cellular microbiology,Cell Microbiol,100883691,4.554
PLoS computational biology,PLoS Comput Biol,101238922,4.542
Epigenomics,Epigenomics,101519720,4.541
Bipolar disorders,Bipolar Disord,100883596,4.531
Human brain mapping,Hum Brain Mapp,9419065,4.53
"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",Europace,100883649,4.53
Food chemistry,Food Chem,7702639,4.529
Knowledge-based systems,Knowl Based Syst,101634338,4.529
Inflammatory bowel diseases,Inflamm Bowel Dis,9508162,4.525
Journal of biomedical nanotechnology,J Biomed Nanotechnol,101230869,4.521
European journal of medicinal chemistry,Eur J Med Chem,0420510,4.519
Clinical colorectal cancer,Clin Colorectal Cancer,101120693,4.507
Journal of financial economics,J financ econ,101510947,4.505
Frontiers in aging neuroscience,Front Aging Neurosci,101525824,4.504
Journal of cellular and molecular medicine,J Cell Mol Med,101083777,4.499
Seminars in arthritis and rheumatism,Semin Arthritis Rheum,1306053,4.498
Research policy,Res Policy,0333524,4.495
Revista espanola de cardiologia,Rev Esp Cardiol,0404277,4.485
Parkinsonism & related disorders,Parkinsonism Relat Disord,9513583,4.484
Biotechnology and bioengineering,Biotechnol Bioeng,7502021,4.481
Pharmacological research,Pharmacol Res,8907422,4.48
Current opinion in rheumatology,Curr Opin Rheumatol,9000851,4.475
Systematic entomology,Syst Entomol,9890601,4.474
"BioEssays : news and reviews in molecular, cellular and developmental biology",Bioessays,8510851,4.441
Molecular pharmaceutics,Mol Pharm,101197791,4.44
International reviews in physical chemistry,Int Rev Phys Chem,101597470,4.438
American heart journal,Am Heart J,0370465,4.436
Exercise and sport sciences reviews,Exerc Sport Sci Rev,0375434,4.431
Journal of cell science,J Cell Sci,0052457,4.431
Molecular phylogenetics and evolution,Mol Phylogenet Evol,9304400,4.419
Stanford law review,Stanford Law Rev,7703790,4.415
Chromosoma,Chromosoma,2985138R,4.414
Surveys in geophysics,Surv Geophys,101659560,4.413
Earth and planetary science letters,Earth Planet Sci Lett,100971345,4.409
Expert reviews in molecular medicine,Expert Rev Mol Med,100939725,4.405
American sociological review,Am Sociol Rev,0370515,4.4
Frontiers in pharmacology,Front Pharmacol,101548923,4.4
Molecular and cellular biology,Mol Cell Biol,8109087,4.398
Water resources research,Water Resour Res,7501965,4.397
Electrochemistry communications,Electrochem commun,100889074,4.396
CNS drugs,CNS Drugs,9431220,4.394
Epigenetics,Epigenetics,101265293,4.394
Journal of the American Geriatrics Society,J Am Geriatr Soc,7503062,4.388
Indoor air,Indoor Air,9423515,4.383
Fertility and sterility,Fertil Steril,0372772,4.373
European journal of nutrition,Eur J Nutr,100888704,4.37
Environmental and experimental botany,Environ Exp Bot,7610775,4.369
Materials & design,Mater Des,101149758,4.364
Personnel psychology,Pers Psychol,0253023,4.362
BJU international,BJU Int,100886721,4.338
Contact dermatitis,Contact Dermatitis,7604950,4.335
APL materials,APL Mater,101645742,4.335
Educational psychology review,Educ Psychol Rev,9885342,4.333
Journal of biophotonics,J Biophotonics,101318567,4.328
Molecular nutrition & food research,Mol Nutr Food Res,101231818,4.323
Developmental cognitive neuroscience,Dev Cogn Neurosci,101541838,4.321
Journal of breath research,J Breath Res,101463871,4.318
Cladistics : the international journal of the Willi Hennig Society,Cladistics,9881057,4.309
Journal of the American College of Surgeons,J Am Coll Surg,9431305,4.307
International journal of antimicrobial agents,Int J Antimicrob Agents,9111860,4.307
Advances in heterocyclic chemistry,Adv Heterocycl Chem,0370424,4.303
Antimicrobial agents and chemotherapy,Antimicrob Agents Chemother,0315061,4.302
Antimicrobial agents and chemotherapy,Antimicrob Agents Chemother (Bethesda),0116415,4.302
International journal of nanomedicine,Int J Nanomedicine,101263847,4.3
Frontiers in cellular and infection microbiology,Front Cell Infect Microbiol,101585359,4.3
Frontiers in plant science,Front Plant Sci,101568200,4.298
"Lung cancer (Amsterdam, Netherlands)",Lung Cancer,8800805,4.294
Journal of enzyme inhibition and medicinal chemistry,J Enzyme Inhib Med Chem,101150203,4.293
Endocrinology,Endocrinology,0375040,4.286
Age and ageing,Age Ageing,0375655,4.282
Cortex; a journal devoted to the study of the nervous system and behavior,Cortex,0100725,4.279
Advanced materials interfaces,Adv Mater Interfaces,101633108,4.279
Antiviral research,Antiviral Res,8109699,4.271
IEEE transactions on automatic control,IEEE Trans Automat Contr,101210419,4.27
IEEE journal of emerging and selected topics in power electronics,IEEE J Emerg Sel Top Power Electron,101658536,4.269
Journal of proteome research,J Proteome Res,101128775,4.268
Pediatric diabetes,Pediatr Diabetes,100939345,4.267
Macromolecular rapid communications,Macromol Rapid Commun,9888239,4.265
Cement & concrete composites,Cem Concr Compos,101671071,4.265
International journal of engineering science,Int J Eng Sci,101511023,4.261
Scientific reports,Sci Rep,101563288,4.259
Deutsches Arzteblatt international,Dtsch Arztebl Int,101475967,4.257
Advances in parasitology,Adv Parasitol,0370435,4.255
Journal of the mechanics and physics of solids,J Mech Phys Solids,9890138,4.255
Applied spectroscopy reviews,Appl Spectrosc Rev,101681549,4.254
Geophysical research letters,Geophys Res Lett,9882887,4.253
Gerontology,Gerontology,7601655,4.252
Journal of biogeography,J Biogeogr,0432556,4.248
Epidemiology and psychiatric sciences,Epidemiol Psychiatr Sci,101561091,4.246
Current opinion in infectious diseases,Curr Opin Infect Dis,8809878,4.242
Atherosclerosis,Atherosclerosis,0242543,4.239
Health technology assessment,Health Technol Assess (Rockv),9501929,4.236
Mobile DNA,Mob DNA,101519891,4.234
Journal of colloid and interface science,J Colloid Interface Sci,0043125,4.233
European journal of immunology,Eur J Immunol,1273201,4.227
Palliative medicine,Palliat Med,8704926,4.22
Journal of cheminformatics,J Cheminform,101516718,4.22
Ultrasonics sonochemistry,Ultrason Sonochem,9433356,4.218
Geological Society of America bulletin,Geol Soc Am Bull,100971357,4.212
Stem cell research & therapy,Stem Cell Res Ther,101527581,4.211
Biomaterials science,Biomater Sci,101593571,4.21
Chemosphere,Chemosphere,0320657,4.208
Journal of physical and chemical reference data,J Phys Chem Ref Data,7603097,4.204
Evolution; international journal of organic evolution,Evolution,0373224,4.201
Evolution,Evolution (N Y),101550060,4.201
"Ecosystems (New York, N.Y.)",Ecosystems,100955213,4.198
Child development,Child Dev,0372725,4.195
Advanced electronic materials,Adv Electron Mater,101695454,4.193
Therapeutic advances in neurological disorders,Ther Adv Neurol Disord,101480242,4.192
Journal of advances in modeling earth systems,J Adv Model Earth Syst,101691496,4.189
Medical image analysis,Med Image Anal,9713490,4.188
Physics today,Phys Today,19630090R,4.188
Human gene therapy,Hum Gene Ther,9008950,4.187
Progress in neuro-psychopharmacology & biological psychiatry,Prog Neuropsychopharmacol Biol Psychiatry,8211617,4.187
Molecular carcinogenesis,Mol Carcinog,8811105,4.185
Journal of psychiatric research,J Psychiatr Res,0376331,4.183
IEEE journal of solid-state circuits,IEEE J Solid-State Circuits,101212687,4.181
Clinical child and family psychology review,Clin Child Fam Psychol Rev,9807947,4.171
Talanta,Talanta,2984816R,4.162
Journal of climate,J Clim,100971607,4.161
Climate dynamics,Clim Dyn,101625237,4.146
Oncogenesis,Oncogenesis,101580004,4.143
Annual review of virology,Annu Rev Virol,101625721,4.143
Medicine and science in sports and exercise,Med Sci Sports Exerc,8005433,4.141
Bone,Bone,8504048,4.14
Energy policy,Energy Policy,9876005,4.14
ChemElectroChem,ChemElectroChem,101679112,4.136
Frontiers in physiology,Front Physiol,101549006,4.134
Journal of behavioral addictions,J Behav Addict,101602037,4.134
Journal of abnormal psychology,J Abnorm Psychol,0034461,4.133
"Traffic (Copenhagen, Denmark)",Traffic,100939340,4.133
Journal of industrial ecology,J Ind Ecol,101604289,4.123
Journal of viral hepatitis,J Viral Hepat,9435672,4.122
Arthritis research & therapy,Arthritis Res Ther,101154438,4.121
Mechanical systems and signal processing,Mech Syst Signal Process,101518029,4.116
Cell proliferation,Cell Prolif,9105195,4.112
Chinese journal of cancer,Chin J Cancer,101498232,4.111
Neurorehabilitation and neural repair,Neurorehabil Neural Repair,100892086,4.107
European journal of endocrinology,Eur J Endocrinol,9423848,4.101
Diabetes & metabolism,Diabetes Metab,9607599,4.101
American journal of respiratory cell and molecular biology,Am J Respir Cell Mol Biol,8917225,4.1
American journal of science,Am J Sci,14830070R,4.099
Briefings in functional genomics,Brief Funct Genomics,101528229,4.098
Drug metabolism reviews,Drug Metab Rev,0322067,4.097
Current opinion in lipidology,Curr Opin Lipidol,9010000,4.096
Government information quarterly,Gov Inf Q,8502519,4.09
ACM transactions on graphics,ACM Trans Graph,101152234,4.088
Journal of hypertension,J Hypertens,8306882,4.085
Journal of neurochemistry,J Neurochem,2985190R,4.083
Journal of physiotherapy,J Physiother,101528691,4.083
Journal of ginseng research,J Ginseng Res,100890690,4.082
Journal of cellular physiology,J Cell Physiol,0050222,4.08
Frontiers in microbiology,Front Microbiol,101548977,4.076
Periodontology 2000,Periodontol 2000,9313276,4.072
Ecosystem services,Ecosyst Serv,101701813,4.072
Energy and buildings,Energy Build,101654533,4.067
Behaviour research and therapy,Behav Res Ther,0372477,4.064
Journal of neurosurgery,J Neurosurg,0253357,4.059
Crystal growth & design,Cryst Growth Des,101261892,4.055
Building and environment,Build Environ,101562928,4.053
Current opinion in HIV and AIDS,Curr Opin HIV AIDS,101264945,4.05
Seminars in hematology,Semin Hematol,0404514,4.042
Annals of surgical oncology,Ann Surg Oncol,9420840,4.041
Annals of botany,Ann Bot,0372347,4.041
Proteomics,Proteomics,101092707,4.041
Current HIV/AIDS reports,Curr HIV/AIDS Rep,101235661,4.038
Geoderma,Geoderma,101256557,4.036
Inorganic chemistry frontiers,Inorg Chem Front,101626612,4.036
Topics in current chemistry,Top Curr Chem,0432204,4.033
Expert opinion on investigational drugs,Expert Opin Investig Drugs,9434197,4.03
Texas law review,Tex Law Rev,100972219,4.03
"Oikos (Copenhagen, Denmark)",Oikos,9884914,4.03
Communications of the ACM,Commun ACM,58030170R,4.027
World politics,World Polit,100970257,4.025
Current opinion in clinical nutrition and metabolic care,Curr Opin Clin Nutr Metab Care,9804399,4.023
Biological conservation,Biol Conserv,7502018,4.022
American journal of preventive medicine,Am J Prev Med,8704773,4.02
Current opinion in psychiatry,Curr Opin Psychiatry,8809880,4.02
Journal of leukocyte biology,J Leukoc Biol,8405628,4.018
Anesthesia and analgesia,Anesth Analg,1310650,4.014
Journal of environmental management,J Environ Manage,0401664,4.01
Medical education,Med Educ,7605655,4.005
Current topics in developmental biology,Curr Top Dev Biol,0163114,4
Stem cells translational medicine,Stem Cells Transl Med,101578022,4
Critical reviews in analytical chemistry,Crit Rev Anal Chem,9004784,4
Science bulletin,Sci Bull (Beijing),101655530,4
Frontiers in chemistry,Front Chem,101627988,3.994
Journal of tissue engineering and regenerative medicine,J Tissue Eng Regen Med,101308490,3.989
European journal of neurology,Eur J Neurol,9506311,3.988
Schizophrenia research,Schizophr Res,8804207,3.986
Brain imaging and behavior,Brain Imaging Behav,101300405,3.985
